Customer_ID,monto,fecha,id_tienda,edad,ingresos,pais,puntos_lealtad,segmento_cliente
1594,3357,2025-02-15 06:00:00,12,50,22120,México,6180,Regular
1850,4486,2025-02-15 07:00:00,1,67,40523,Canada,4740,Regular
1815,1497,2025-02-15 08:00:00,19,55,13942,México,8546,Regular
1167,381,2025-02-15 09:00:00,7,52,24301,México,2456,Regular
1379,2140,2025-02-15 10:00:00,8,58,7624,México,9052,Regular
1809,4922,2025-02-15 11:00:00,13,29,6401,México,519,Premium Joven
1885,3063,2025-02-15 12:00:00,2,33,10767,USA,666,Regular
1809,3157,2025-02-15 13:00:00,15,29,6401,México,519,Premium Joven
1094,1430,2025-02-15 14:00:00,6,52,24121,México,5509,Regular
1629,1121,2025-02-15 15:00:00,19,55,23568,México,2847,Regular
1990,614,2025-02-15 16:00:00,8,27,15783,México,5135,Regular
1230,2855,2025-02-15 17:00:00,12,22,29182,USA,2396,Premium Joven
1368,4493,2025-02-15 18:00:00,19,57,35581,USA,4366,Regular
1919,4109,2025-02-15 19:00:00,9,67,42427,México,1225,Regular
1634,1605,2025-02-15 20:00:00,11,28,33550,México,3657,Premium Joven
1921,725,2025-02-15 21:00:00,15,51,24398,México,3294,Regular
1459,4073,2025-02-15 22:00:00,13,53,48806,Canada,4873,Regular
1927,4089,2025-02-15 23:00:00,2,32,22263,México,8886,Regular
1891,1329,2025-02-16 00:00:00,16,30,6361,México,7138,Regular
1495,826,2025-02-16 01:00:00,9,47,36484,México,6550,Regular
1487,206,2025-02-16 02:00:00,17,54,18602,USA,9916,Regular
1007,4685,2025-02-16 03:00:00,17,54,6019,Canada,9375,Regular
1819,1612,2025-02-16 04:00:00,4,19,25921,USA,3948,Premium Joven
1587,2331,2025-02-16 05:00:00,19,45,47126,México,6557,Regular
1364,4206,2025-02-16 06:00:00,16,40,46523,México,6431,Regular
1158,851,2025-02-16 07:00:00,11,62,49037,México,8270,Regular
1692,3039,2025-02-16 08:00:00,9,23,45719,Canada,7522,Premium Joven
1288,1463,2025-02-16 09:00:00,17,39,23746,México,2212,Regular
1514,1613,2025-02-16 10:00:00,9,67,17978,México,102,Regular
1258,1550,2025-02-16 11:00:00,16,60,20176,México,7902,Regular
1455,2557,2025-02-16 12:00:00,12,65,47223,México,6731,Regular
1125,3077,2025-02-16 13:00:00,5,62,36939,USA,9790,Regular
1249,522,2025-02-16 14:00:00,3,28,34201,Canada,8077,Regular
1659,4900,2025-02-16 15:00:00,12,68,13166,USA,4362,Regular
1114,3824,2025-02-16 16:00:00,17,25,21516,México,2588,Premium Joven
1724,2419,2025-02-16 17:00:00,3,69,10944,Canada,218,Regular
1000,4391,2025-02-16 18:00:00,17,33,19059,México,8627,Regular
1312,3689,2025-02-16 19:00:00,18,22,12185,Canada,8004,Premium Joven
1995,1004,2025-02-16 20:00:00,13,59,11627,México,5581,Regular
1278,1214,2025-02-16 21:00:00,16,34,27295,México,2910,Regular
1325,3894,2025-02-16 22:00:00,3,27,47068,México,6296,Premium Joven
1080,4319,2025-02-16 23:00:00,14,37,12072,México,5132,Regular
1205,3219,2025-02-17 00:00:00,10,63,38340,Canada,6194,Regular
1230,596,2025-02-17 01:00:00,1,22,29182,USA,2396,Regular
1092,4496,2025-02-17 02:00:00,16,49,49088,México,274,Regular
1567,1304,2025-02-17 03:00:00,4,28,31427,USA,3986,Premium Joven
1619,4610,2025-02-17 04:00:00,14,56,21138,México,8592,Regular
1317,1737,2025-02-17 05:00:00,5,39,44446,México,1477,Regular
1587,3336,2025-02-17 06:00:00,12,45,47126,México,6557,Regular
1739,4790,2025-02-17 07:00:00,8,34,47865,México,6052,Regular
1152,594,2025-02-17 08:00:00,14,40,38395,México,9220,Regular
1099,3787,2025-02-17 09:00:00,1,39,46165,México,962,Regular
1315,1814,2025-02-17 10:00:00,14,36,24405,México,609,Regular
1717,394,2025-02-17 11:00:00,14,34,38677,USA,5766,Regular
1940,4223,2025-02-17 12:00:00,14,61,31938,México,2610,Regular
1682,4066,2025-02-17 13:00:00,5,40,24480,México,7663,Regular
1139,828,2025-02-17 14:00:00,13,38,14660,Canada,2632,Regular
1789,4724,2025-02-17 15:00:00,9,23,17691,México,8169,Premium Joven
1183,1159,2025-02-17 16:00:00,5,65,30213,USA,5284,Regular
1249,502,2025-02-17 17:00:00,13,28,34201,Canada,8077,Regular
1816,4012,2025-02-17 18:00:00,5,54,23438,USA,4410,Regular
1859,2462,2025-02-17 19:00:00,4,53,47796,Canada,6867,Regular
1074,171,2025-02-17 20:00:00,1,40,22127,USA,6586,Regular
1841,3754,2025-02-17 21:00:00,5,42,10120,México,463,Regular
1393,1045,2025-02-17 22:00:00,9,50,30432,México,3466,Regular
1848,3947,2025-02-17 23:00:00,3,55,30888,México,3771,Regular
1272,4151,2025-02-18 00:00:00,6,52,23993,México,9379,Regular
1712,1363,2025-02-18 01:00:00,12,27,39834,México,9511,Premium Joven
1358,4906,2025-02-18 02:00:00,11,25,21051,Canada,5125,Premium Joven
1393,4655,2025-02-18 03:00:00,2,50,30432,México,3466,Regular
1360,4486,2025-02-18 04:00:00,1,42,5375,Canada,2222,Regular
1346,1034,2025-02-18 05:00:00,17,21,7935,México,8852,Premium Joven
1350,2541,2025-02-18 06:00:00,6,54,27790,Canada,832,Regular
1975,366,2025-02-18 07:00:00,2,34,30699,México,9985,Regular
1021,3104,2025-02-18 08:00:00,9,65,22776,Canada,9368,Regular
1099,2785,2025-02-18 09:00:00,18,39,46165,México,962,Regular
1116,4718,2025-02-18 10:00:00,11,60,7275,México,2238,Regular
1118,4320,2025-02-18 11:00:00,12,56,19852,USA,9826,Regular
1161,2232,2025-02-18 12:00:00,11,34,29885,Canada,6102,Regular
1262,3826,2025-02-18 13:00:00,6,43,17028,USA,2454,Regular
1160,3481,2025-02-18 14:00:00,12,20,45040,México,5518,Premium Joven
1735,1533,2025-02-18 15:00:00,14,38,40916,México,2301,Regular
1803,4520,2025-02-18 16:00:00,10,42,25426,Canada,1026,Regular
1259,225,2025-02-18 17:00:00,2,62,37287,México,5934,Regular
1609,2447,2025-02-18 18:00:00,12,67,7920,México,8328,Regular
1109,1322,2025-02-18 19:00:00,10,56,27882,USA,7583,Regular
1684,4971,2025-02-18 20:00:00,12,24,39874,México,9084,Premium Joven
1692,1542,2025-02-18 21:00:00,13,23,45719,Canada,7522,Premium Joven
1459,661,2025-02-18 22:00:00,8,53,48806,Canada,4873,Regular
1088,2296,2025-02-18 23:00:00,11,52,27532,México,8726,Regular
1234,4140,2025-02-19 00:00:00,9,54,42188,USA,5573,Regular
1345,640,2025-02-19 01:00:00,15,20,33448,México,1562,Regular
1248,4644,2025-02-19 02:00:00,18,32,30077,México,1805,Regular
1510,836,2025-02-19 03:00:00,10,36,25523,México,4537,Regular
1989,2669,2025-02-19 04:00:00,16,41,24704,Canada,4174,Regular
1985,172,2025-02-19 05:00:00,17,68,22756,México,5175,Regular
1445,2431,2025-02-19 06:00:00,18,39,24847,México,6462,Regular
1692,3179,2025-02-19 07:00:00,16,23,45719,Canada,7522,Premium Joven
1190,2277,2025-02-19 08:00:00,4,20,45358,Canada,1357,Premium Joven
1653,1461,2025-02-19 09:00:00,17,47,35212,Canada,6775,Regular
1355,2980,2025-02-19 10:00:00,11,26,41706,México,4950,Premium Joven
1138,3622,2025-02-19 11:00:00,5,31,23906,México,2658,Regular
1406,3613,2025-02-19 12:00:00,15,65,12284,Canada,8114,Regular
1219,1778,2025-02-19 13:00:00,11,66,14097,México,1310,Regular
1123,1157,2025-02-19 14:00:00,4,54,35425,Canada,9920,Regular
1294,3615,2025-02-19 15:00:00,18,50,42217,México,8426,Regular
1172,1568,2025-02-19 16:00:00,1,32,19688,México,7665,Regular
1055,4746,2025-02-19 17:00:00,14,56,24596,México,1444,Regular
1578,1171,2025-02-19 18:00:00,18,50,16435,México,746,Regular
1833,3856,2025-02-19 19:00:00,15,62,36265,USA,4652,Regular
1581,2568,2025-02-19 20:00:00,3,68,13141,México,4963,Regular
1595,668,2025-02-19 21:00:00,16,60,11074,México,1378,Regular
1215,2375,2025-02-19 22:00:00,13,36,15632,México,8843,Regular
1331,3475,2025-02-19 23:00:00,12,60,9639,Canada,710,Regular
1429,1023,2025-02-20 00:00:00,13,50,32162,Canada,6756,Regular
1200,3402,2025-02-20 01:00:00,1,50,37547,México,8233,Regular
1642,4494,2025-02-20 02:00:00,13,26,12363,Canada,8511,Premium Joven
1034,1073,2025-02-20 03:00:00,16,32,42181,México,4281,Regular
1122,1881,2025-02-20 04:00:00,16,62,26343,Canada,7123,Regular
1925,1850,2025-02-20 05:00:00,10,58,24432,USA,4084,Regular
1643,3587,2025-02-20 06:00:00,11,36,43608,México,1616,Regular
1176,2140,2025-02-20 07:00:00,16,52,23430,Canada,6003,Regular
1156,327,2025-02-20 08:00:00,16,27,37357,USA,8899,Regular
1005,3569,2025-02-20 09:00:00,6,27,38819,México,4448,Premium Joven
1344,1869,2025-02-20 10:00:00,15,63,11790,México,3653,Regular
1715,2088,2025-02-20 11:00:00,13,46,9931,México,7735,Regular
1958,2116,2025-02-20 12:00:00,2,47,38879,México,5562,Regular
1809,1703,2025-02-20 13:00:00,8,29,6401,México,519,Premium Joven
1939,3791,2025-02-20 14:00:00,6,54,32164,Canada,4158,Regular
1589,1803,2025-02-20 15:00:00,18,35,11956,México,406,Regular
1878,3349,2025-02-20 16:00:00,2,35,45714,Canada,263,Regular
1276,3614,2025-02-20 17:00:00,18,56,14018,México,7276,Regular
1349,2902,2025-02-20 18:00:00,4,45,9740,México,6134,Regular
1370,4395,2025-02-20 19:00:00,19,37,16311,México,3162,Regular
1756,4528,2025-02-20 20:00:00,8,46,15057,México,6682,Regular
1712,1066,2025-02-20 21:00:00,12,27,39834,México,9511,Premium Joven
1826,2241,2025-02-20 22:00:00,10,26,7960,Canada,1829,Premium Joven
1720,601,2025-02-20 23:00:00,12,61,36584,USA,3070,Regular
1450,1756,2025-02-21 00:00:00,6,52,25305,México,2410,Regular
1730,4225,2025-02-21 01:00:00,14,65,47804,México,2620,Regular
1123,978,2025-02-21 02:00:00,7,54,35425,Canada,9920,Regular
1863,2165,2025-02-21 03:00:00,5,68,23793,Canada,1444,Regular
1096,4065,2025-02-21 04:00:00,13,41,35381,México,7548,Regular
1158,4240,2025-02-21 05:00:00,5,62,49037,México,8270,Regular
1211,2535,2025-02-21 06:00:00,8,44,9215,Canada,3486,Regular
1760,2758,2025-02-21 07:00:00,4,57,33449,México,2800,Regular
1723,620,2025-02-21 08:00:00,7,34,48265,México,9970,Regular
1054,2229,2025-02-21 09:00:00,10,50,24712,México,3559,Regular
1480,2949,2025-02-21 10:00:00,6,41,8672,USA,9888,Regular
1655,1595,2025-02-21 11:00:00,8,46,39889,Canada,2512,Regular
1848,4211,2025-02-21 12:00:00,9,55,30888,México,3771,Regular
1172,4732,2025-02-21 13:00:00,1,32,19688,México,7665,Regular
1184,829,2025-02-21 14:00:00,16,55,7441,USA,4026,Regular
1729,3543,2025-02-21 15:00:00,9,32,30193,México,2201,Regular
1296,3581,2025-02-21 16:00:00,17,52,10309,México,165,Regular
1009,3079,2025-02-21 17:00:00,19,52,32765,México,1148,Regular
1554,2712,2025-02-21 18:00:00,9,61,35056,México,7762,Regular
1217,3641,2025-02-21 19:00:00,10,39,16032,México,3381,Regular
1832,1986,2025-02-21 20:00:00,8,51,39869,USA,1024,Regular
1957,1897,2025-02-21 21:00:00,14,67,25506,USA,8894,Regular
1142,3600,2025-02-21 22:00:00,11,60,29063,México,7231,Regular
1601,2734,2025-02-21 23:00:00,17,55,7506,México,1117,Regular
1379,1353,2025-02-22 00:00:00,19,58,7624,México,9052,Regular
1192,3693,2025-02-22 01:00:00,2,68,19570,México,8835,Regular
1179,3330,2025-02-22 02:00:00,11,19,16095,México,4594,Premium Joven
1900,2739,2025-02-22 03:00:00,12,52,7906,USA,5605,Regular
1599,2929,2025-02-22 04:00:00,8,53,24674,México,8201,Regular
1151,4385,2025-02-22 05:00:00,12,26,43251,México,1384,Premium Joven
1882,4543,2025-02-22 06:00:00,7,42,23536,USA,3430,Regular
1436,3466,2025-02-22 07:00:00,2,25,30191,USA,7546,Premium Joven
1053,3486,2025-02-22 08:00:00,12,45,25990,México,115,Regular
1690,2737,2025-02-22 09:00:00,19,69,37705,Canada,7624,Regular
1886,4671,2025-02-22 10:00:00,16,69,38253,México,4083,Regular
1995,1876,2025-02-22 11:00:00,4,59,11627,México,5581,Regular
1908,1443,2025-02-22 12:00:00,19,23,6799,USA,4334,Premium Joven
1695,3428,2025-02-22 13:00:00,1,30,27525,México,5106,Regular
1343,797,2025-02-22 14:00:00,3,46,29528,México,2975,Regular
1423,3333,2025-02-22 15:00:00,6,35,29044,México,3303,Regular
1430,2488,2025-02-22 16:00:00,12,22,8138,México,8742,Premium Joven
1539,1988,2025-02-22 17:00:00,10,26,36794,México,9256,Premium Joven
1473,3530,2025-02-22 18:00:00,10,20,42880,México,2674,Premium Joven
1179,3481,2025-02-22 19:00:00,3,19,16095,México,4594,Premium Joven
1213,2333,2025-02-22 20:00:00,4,25,23223,México,2566,Premium Joven
1654,363,2025-02-22 21:00:00,4,20,9156,Canada,5497,Regular
1280,1124,2025-02-22 22:00:00,1,50,35704,Canada,1334,Regular
1967,2931,2025-02-22 23:00:00,19,19,45014,USA,9153,Premium Joven
1253,1923,2025-02-23 00:00:00,9,37,40854,Canada,9756,Regular
1947,433,2025-02-23 01:00:00,16,19,35687,USA,4465,Regular
1442,2128,2025-02-23 02:00:00,9,60,29825,USA,4771,Regular
1557,3236,2025-02-23 03:00:00,1,21,47475,Canada,7451,Premium Joven
1049,1423,2025-02-23 04:00:00,18,32,29239,México,9434,Regular
1387,2910,2025-02-23 05:00:00,17,41,45394,USA,5895,Regular
1441,2785,2025-02-23 06:00:00,3,61,35449,USA,308,Regular
1674,656,2025-02-23 07:00:00,6,27,26767,México,9339,Regular
1762,519,2025-02-23 08:00:00,1,40,35510,USA,3774,Regular
1574,4813,2025-02-23 09:00:00,10,48,15627,USA,3980,Regular
1323,395,2025-02-23 10:00:00,8,53,25110,México,2264,Regular
1186,3733,2025-02-23 11:00:00,7,60,36367,México,7512,Regular
1109,1553,2025-02-23 12:00:00,18,56,27882,USA,7583,Regular
1726,1958,2025-02-23 13:00:00,8,55,5947,México,4124,Regular
1672,882,2025-02-23 14:00:00,17,48,15413,USA,8131,Regular
1598,3330,2025-02-23 15:00:00,15,37,36452,México,5648,Regular
1137,1515,2025-02-23 16:00:00,12,24,31245,USA,2229,Premium Joven
1590,3992,2025-02-23 17:00:00,8,49,43885,México,8971,Regular
1899,4531,2025-02-23 18:00:00,14,63,8176,México,757,Regular
1719,4823,2025-02-23 19:00:00,18,40,17668,USA,4808,Regular
1979,4852,2025-02-23 20:00:00,2,42,9599,México,1042,Regular
1891,1290,2025-02-23 21:00:00,1,30,6361,México,7138,Regular
1766,2101,2025-02-23 22:00:00,2,42,24580,México,5101,Regular
1245,971,2025-02-23 23:00:00,4,37,22648,USA,1383,Regular
1047,2519,2025-02-24 00:00:00,5,39,44803,México,417,Regular
1832,3111,2025-02-24 01:00:00,6,51,39869,USA,1024,Regular
1103,3052,2025-02-24 02:00:00,6,55,25429,México,615,Regular
1877,2036,2025-02-24 03:00:00,14,47,20460,México,1400,Regular
1191,4905,2025-02-24 04:00:00,6,43,35732,USA,690,Regular
1527,3831,2025-02-24 05:00:00,14,60,37939,México,1506,Regular
1522,2423,2025-02-24 06:00:00,3,21,46175,USA,4136,Premium Joven
1499,1942,2025-02-24 07:00:00,18,59,17010,USA,7123,Regular
1832,4759,2025-02-24 08:00:00,8,51,39869,USA,1024,Regular
1239,357,2025-02-24 09:00:00,6,43,41219,México,5521,Regular
1297,1309,2025-02-24 10:00:00,13,20,37025,USA,7075,Premium Joven
1666,677,2025-02-24 11:00:00,16,51,36258,México,8884,Regular
1572,3132,2025-02-24 12:00:00,9,57,18129,USA,8334,Regular
1761,1427,2025-02-24 13:00:00,8,55,48719,México,1832,Regular
1894,1590,2025-02-24 14:00:00,5,50,38855,Canada,854,Regular
1372,1164,2025-02-24 15:00:00,18,65,44335,México,5137,Regular
1229,2980,2025-02-24 16:00:00,17,18,47345,México,6327,Premium Joven
1400,1531,2025-02-24 17:00:00,11,57,24659,México,3799,Regular
1437,3328,2025-02-24 18:00:00,3,59,7771,USA,2559,Regular
1216,1696,2025-02-24 19:00:00,10,57,15287,México,7112,Regular
1765,2679,2025-02-24 20:00:00,3,64,33498,México,7552,Regular
1403,3941,2025-02-24 21:00:00,19,67,18975,Canada,3330,Regular
1153,1309,2025-02-24 22:00:00,1,63,27762,México,141,Regular
1422,4053,2025-02-24 23:00:00,19,57,5422,México,2714,Regular
1114,794,2025-02-25 00:00:00,6,25,21516,México,2588,Regular
1602,1814,2025-02-25 01:00:00,10,61,18400,USA,7907,Regular
1872,1722,2025-02-25 02:00:00,7,44,45456,México,7708,Regular
1353,1758,2025-02-25 03:00:00,1,66,28191,Canada,4653,Regular
1485,1410,2025-02-25 04:00:00,3,61,36105,Canada,7978,Regular
1169,2383,2025-02-25 05:00:00,11,38,5734,México,2173,Regular
1139,3364,2025-02-25 06:00:00,11,38,14660,Canada,2632,Regular
1548,3257,2025-02-25 07:00:00,15,34,27230,México,8989,Regular
1215,999,2025-02-25 08:00:00,2,36,15632,México,8843,Regular
1182,2298,2025-02-25 09:00:00,2,32,8684,México,1547,Regular
1943,717,2025-02-25 10:00:00,1,43,26951,Canada,7307,Regular
1723,1979,2025-02-25 11:00:00,18,34,48265,México,9970,Regular
1447,1206,2025-02-25 12:00:00,16,35,11555,México,5943,Regular
1268,1291,2025-02-25 13:00:00,5,60,33733,México,5180,Regular
1976,3273,2025-02-25 14:00:00,9,34,30370,México,3354,Regular
1576,3183,2025-02-25 15:00:00,4,34,30439,México,1769,Regular
1809,2716,2025-02-25 16:00:00,5,29,6401,México,519,Premium Joven
1670,920,2025-02-25 17:00:00,11,37,12641,México,3029,Regular
1392,1268,2025-02-25 18:00:00,10,57,39931,USA,9728,Regular
1966,2585,2025-02-25 19:00:00,6,25,35078,México,4322,Premium Joven
1591,2953,2025-02-25 20:00:00,12,30,26470,México,2628,Regular
1041,2852,2025-02-25 21:00:00,3,46,40499,México,1210,Regular
1363,773,2025-02-25 22:00:00,13,63,34888,México,8637,Regular
1311,4610,2025-02-25 23:00:00,7,30,16427,USA,7153,Regular
1445,2666,2025-02-26 00:00:00,18,39,24847,México,6462,Regular
1494,2478,2025-02-26 01:00:00,19,40,17594,Canada,4282,Regular
1276,1045,2025-02-26 02:00:00,19,56,14018,México,7276,Regular
1029,2856,2025-02-26 03:00:00,1,40,30871,México,4324,Regular
1754,3363,2025-02-26 04:00:00,7,28,26949,Canada,9050,Premium Joven
1329,3301,2025-02-26 05:00:00,6,60,43222,Canada,9685,Regular
1203,144,2025-02-26 06:00:00,2,56,11066,Canada,8294,Regular
1624,813,2025-02-26 07:00:00,11,46,26082,Canada,2883,Regular
1736,3829,2025-02-26 08:00:00,18,64,38538,Canada,8257,Regular
1389,3056,2025-02-26 09:00:00,19,29,41610,USA,1854,Premium Joven
1594,3045,2025-02-26 10:00:00,13,50,22120,México,6180,Regular
1149,1968,2025-02-26 11:00:00,1,20,44149,México,1408,Premium Joven
1025,2802,2025-02-26 12:00:00,4,35,17202,México,7942,Regular
1155,3283,2025-02-26 13:00:00,4,33,20033,USA,2532,Regular
1909,1863,2025-02-26 14:00:00,19,20,47582,Canada,1726,Premium Joven
1575,4584,2025-02-26 15:00:00,2,68,39738,México,640,Regular
1297,2703,2025-02-26 16:00:00,18,20,37025,USA,7075,Premium Joven
1214,3616,2025-02-26 17:00:00,19,40,26189,México,5082,Regular
1315,4088,2025-02-26 18:00:00,2,36,24405,México,609,Regular
1060,2377,2025-02-26 19:00:00,15,62,7699,México,170,Regular
1360,3037,2025-02-26 20:00:00,10,42,5375,Canada,2222,Regular
1927,561,2025-02-26 21:00:00,5,32,22263,México,8886,Regular
1645,1802,2025-02-26 22:00:00,16,64,48409,Canada,5796,Regular
1786,2132,2025-02-26 23:00:00,3,28,14108,USA,498,Premium Joven
1442,2287,2025-02-27 00:00:00,13,60,29825,USA,4771,Regular
1143,1689,2025-02-27 01:00:00,13,26,24434,México,8329,Premium Joven
1392,3572,2025-02-27 02:00:00,14,57,39931,USA,9728,Regular
1069,436,2025-02-27 03:00:00,19,54,23119,Canada,266,Regular
1579,845,2025-02-27 04:00:00,4,30,41241,México,2727,Regular
1659,2921,2025-02-27 05:00:00,19,68,13166,USA,4362,Regular
1735,1233,2025-02-27 06:00:00,1,38,40916,México,2301,Regular
1757,3594,2025-02-27 07:00:00,17,63,32355,Canada,9477,Regular
1869,1674,2025-02-27 08:00:00,9,62,27031,México,8420,Regular
1882,3084,2025-02-27 09:00:00,14,42,23536,USA,3430,Regular
1568,3865,2025-02-27 10:00:00,5,30,48360,USA,3796,Regular
1142,3684,2025-02-27 11:00:00,7,60,29063,México,7231,Regular
1295,4661,2025-02-27 12:00:00,5,39,19604,USA,1713,Regular
1054,3356,2025-02-27 13:00:00,1,50,24712,México,3559,Regular
1085,1991,2025-02-27 14:00:00,18,49,15975,México,2876,Regular
1155,3337,2025-02-27 15:00:00,6,33,20033,USA,2532,Regular
1026,2706,2025-02-27 16:00:00,11,65,13594,Canada,7214,Regular
1399,959,2025-02-27 17:00:00,10,49,5505,Canada,2417,Regular
1240,3006,2025-02-27 18:00:00,6,30,49653,Canada,6612,Regular
1846,2664,2025-02-27 19:00:00,19,42,47723,México,3113,Regular
1510,4006,2025-02-27 20:00:00,17,36,25523,México,4537,Regular
1846,2475,2025-02-27 21:00:00,15,42,47723,México,3113,Regular
1523,461,2025-02-27 22:00:00,16,57,17080,México,6659,Regular
1557,3060,2025-02-27 23:00:00,12,21,47475,Canada,7451,Premium Joven
1996,400,2025-02-28 00:00:00,16,21,35727,Canada,6935,Regular
1206,2876,2025-02-28 01:00:00,15,32,13000,México,8603,Regular
1585,506,2025-02-28 02:00:00,7,56,34892,México,8476,Regular
1119,3980,2025-02-28 03:00:00,11,60,48092,USA,4954,Regular
1926,2635,2025-02-28 04:00:00,7,63,8765,México,564,Regular
1081,2893,2025-02-28 05:00:00,18,32,43616,Canada,9660,Regular
1229,3173,2025-02-28 06:00:00,5,18,47345,México,6327,Premium Joven
1831,1826,2025-02-28 07:00:00,15,53,8818,Canada,3101,Regular
1114,2756,2025-02-28 08:00:00,14,25,21516,México,2588,Premium Joven
1336,3118,2025-02-28 09:00:00,12,55,24370,Canada,6,Regular
1980,2808,2025-02-28 10:00:00,18,34,29101,México,6587,Regular
1343,1544,2025-02-28 11:00:00,16,46,29528,México,2975,Regular
1643,3859,2025-02-28 12:00:00,13,36,43608,México,1616,Regular
1511,2141,2025-02-28 13:00:00,18,37,47635,Canada,9171,Regular
1298,2896,2025-02-28 14:00:00,9,57,11972,México,5500,Regular
1158,4499,2025-02-28 15:00:00,16,62,49037,México,8270,Regular
1038,976,2025-02-28 16:00:00,2,52,38700,México,1738,Regular
1333,2840,2025-02-28 17:00:00,13,60,17307,México,1999,Regular
1582,430,2025-02-28 18:00:00,14,21,14371,México,9012,Regular
1616,4602,2025-02-28 19:00:00,1,38,34194,México,6688,Regular
1111,1043,2025-02-28 20:00:00,5,18,37135,Canada,7508,Premium Joven
1490,3014,2025-02-28 21:00:00,8,24,43210,México,7724,Premium Joven
1429,2322,2025-02-28 22:00:00,19,50,32162,Canada,6756,Regular
1360,347,2025-02-28 23:00:00,16,42,5375,Canada,2222,Regular
1772,2037,2025-03-01 00:00:00,3,41,18491,USA,8357,Regular
1000,2696,2025-03-01 01:00:00,7,33,19059,México,8627,Regular
1221,1508,2025-03-01 02:00:00,4,29,28484,Canada,346,Premium Joven
1439,1521,2025-03-01 03:00:00,7,25,6863,México,9792,Premium Joven
1381,1149,2025-03-01 04:00:00,8,40,26128,Canada,1087,Regular
1991,4184,2025-03-01 05:00:00,16,21,30291,Canada,5420,Premium Joven
1520,2932,2025-03-01 06:00:00,19,29,17832,Canada,104,Premium Joven
1053,4946,2025-03-01 07:00:00,9,45,25990,México,115,Regular
1192,190,2025-03-01 08:00:00,17,68,19570,México,8835,Regular
1208,4410,2025-03-01 09:00:00,12,44,28274,USA,7592,Regular
1966,4648,2025-03-01 10:00:00,7,25,35078,México,4322,Premium Joven
1491,366,2025-03-01 11:00:00,18,43,43232,Canada,9140,Regular
1477,1225,2025-03-01 12:00:00,3,51,36891,México,7128,Regular
1202,1063,2025-03-01 13:00:00,5,50,9426,México,7441,Regular
1655,4879,2025-03-01 14:00:00,13,46,39889,Canada,2512,Regular
1285,4583,2025-03-01 15:00:00,2,40,19435,México,3645,Regular
1534,2096,2025-03-01 16:00:00,12,30,10208,México,8362,Regular
1428,4740,2025-03-01 17:00:00,16,25,6417,México,5215,Premium Joven
1462,1780,2025-03-01 18:00:00,10,56,42375,México,5098,Regular
1472,4651,2025-03-01 19:00:00,3,46,24410,Canada,25,Regular
1276,4534,2025-03-01 20:00:00,15,56,14018,México,7276,Regular
1721,3343,2025-03-01 21:00:00,6,49,42074,México,1294,Regular
1318,2166,2025-03-01 22:00:00,8,22,13806,USA,8785,Premium Joven
1358,4129,2025-03-01 23:00:00,3,25,21051,Canada,5125,Premium Joven
1626,2581,2025-03-02 00:00:00,10,67,8067,USA,1290,Regular
1407,4321,2025-03-02 01:00:00,5,59,30076,México,9786,Regular
1421,1903,2025-03-02 02:00:00,6,63,23374,México,9180,Regular
1736,1665,2025-03-02 03:00:00,9,64,38538,Canada,8257,Regular
1840,1734,2025-03-02 04:00:00,6,67,17440,México,6898,Regular
1533,1364,2025-03-02 05:00:00,1,69,36893,Canada,8701,Regular
1936,1841,2025-03-02 06:00:00,6,69,33007,Canada,6483,Regular
1851,3585,2025-03-02 07:00:00,2,18,41163,México,6159,Premium Joven
1498,1049,2025-03-02 08:00:00,7,46,8208,México,5441,Regular
1389,4429,2025-03-02 09:00:00,9,29,41610,USA,1854,Premium Joven
1252,2684,2025-03-02 10:00:00,12,48,10381,México,8526,Regular
1675,2909,2025-03-02 11:00:00,2,19,29963,USA,1049,Premium Joven
1634,4934,2025-03-02 12:00:00,2,28,33550,México,3657,Premium Joven
1369,1415,2025-03-02 13:00:00,6,46,32143,México,4768,Regular
1700,3234,2025-03-02 14:00:00,3,37,29830,México,1779,Regular
1004,2381,2025-03-02 15:00:00,10,51,45170,USA,3021,Regular
1434,4546,2025-03-02 16:00:00,11,45,13668,USA,5288,Regular
1981,2368,2025-03-02 17:00:00,9,29,9086,Canada,6749,Premium Joven
1069,1388,2025-03-02 18:00:00,5,54,23119,Canada,266,Regular
1483,1101,2025-03-02 19:00:00,18,53,49890,México,888,Regular
1182,4100,2025-03-02 20:00:00,13,32,8684,México,1547,Regular
1655,3033,2025-03-02 21:00:00,12,46,39889,Canada,2512,Regular
1021,2704,2025-03-02 22:00:00,18,65,22776,Canada,9368,Regular
1040,843,2025-03-02 23:00:00,18,25,20159,USA,237,Regular
1686,3178,2025-03-03 00:00:00,15,55,23094,México,5849,Regular
1420,3394,2025-03-03 01:00:00,1,32,13017,México,8180,Regular
1518,2651,2025-03-03 02:00:00,17,36,48815,México,2964,Regular
1215,185,2025-03-03 03:00:00,7,36,15632,México,8843,Regular
1496,2833,2025-03-03 04:00:00,7,29,48228,México,3799,Premium Joven
1317,4221,2025-03-03 05:00:00,19,39,44446,México,1477,Regular
1568,2155,2025-03-03 06:00:00,2,30,48360,USA,3796,Regular
1435,3295,2025-03-03 07:00:00,7,34,48165,Canada,2839,Regular
1190,558,2025-03-03 08:00:00,5,20,45358,Canada,1357,Regular
1828,623,2025-03-03 09:00:00,6,45,17051,México,6096,Regular
